READ,10499,58,9,12
READ,16187,36,280,93
DELETE,922356,31,33,110
READ,5164527,60,574,112
READ,49,44,2,143
READ,2,37,1099,151
READ,8234484,30,75,159
READ,682,33,73,238
READ,2,59,195,242
READ,9379,33,47,249
READ,16726,21,190,294
READ,58058,35,428,315
READ,8,59,150,333
READ,244,58,61,337
READ,7796,37,387,349
READ,4826977,42,4,389
READ,2248,28,723,395
READ,306864,26,134,396
READ,40489,27,806,401
READ,4,33,730,447
READ,24684,35,203,456
READ,13334,23,105,463
READ,59,32,188,508
READ,0,33,32,527
READ,277565,42,13,545
READ,78135,32,754,568
READ,104,29,158,596
READ,66,27,206,601
READ,65718,35,16,608
READ,2849,33,1534,611
READ,8084628,40,657,640
READ,286442,44,238,644
READ,41251,33,35,675
READ,260,43,1,682
READ,392234,21,700,698
DELETE,51260,44,523,720
READ,2975,58,10,747
READ,368031,37,61,765
READ,0,34,888,801
READ,0,44,1044,813
READ,24618,53,135,815
READ,2,34,231,841
READ,853633,25,29,846
READ,26,41,1554,900
READ,10605,37,223,974
READ,3361884,26,363,1018
READ,9221,43,62,1020
READ,4,24,263,1029
READ,59580,33,407,1035
READ,19,33,42,1052
READ,226570,22,193,1061
READ,3,34,4,1073
READ,3,36,14,1097
READ,13880,40,113,1108
READ,873786,30,1578,1116
READ,0,31,636,1118
READ,115,65,2430,1121
READ,8,29,199,1171
READ,0,37,250,1173
READ,5055599,42,360,1177
READ,836,31,128,1185
READ,128898,28,205,1207
READ,9,42,146,1247
READ,1,38,8,1286
READ,769008,34,55,1291
READ,3242,26,192,1311
READ,16282,25,132,1319
READ,3013443,36,8117,1325
READ,2098,31,324,1371
READ,64,45,543,1372
READ,9337651,43,78,1405
READ,1329577,22,43,1410
READ,417,39,18,1424
READ,3308,26,742,1429
READ,393589,24,687,1455
READ,1181,54,221,1461
READ,16,27,792,1465
READ,1495515,30,821,1486
READ,9,43,55,1536
READ,125,24,156,1552
DELETE,1,28,91,1569
READ,1,45,156,1585
READ,27,29,115,1607
READ,13441,32,307,1622
READ,0,44,314,1640
READ,6,40,337,1649
READ,472825,26,93,1662
READ,1584283,34,62,1700
DELETE,4,30,108,1703
READ,6549,35,195,1726
READ,531777,32,91,1741
READ,278,41,496,1748
READ,17680,21,352,1780
READ,319,31,385,1795
READ,3326388,41,140,1806
READ,10947,26,26,1810
READ,28,20,263,1871
READ,26007,59,193,1909
READ,1048,36,177,1918
READ,1241,21,572,1936
READ,28,27,225,1961
READ,50362,34,36,1980
READ,8298039,33,230,1981
READ,9,51,169,1984
READ,6743874,25,619,1988
READ,6,33,434,2020
READ,4370,28,293,2021
READ,11,32,93,2030
READ,77471,33,190,2064
READ,0,40,1834,2085
READ,866742,30,26,2096
READ,22599,42,104,2099
DELETE,443,22,286,2122
READ,17224,28,847,2141
READ,2,18,112,2153
READ,128776,24,111,2158
READ,6887382,63,200,2217
READ,35629,39,544,2225
READ,2506141,38,274,2226
READ,1418271,25,523,2228
READ,3,25,8,2232
READ,4801644,44,26,2233
READ,30,33,57,2259
READ,331170,31,367,2276
READ,37,44,158,2311
READ,35925,34,340,2313
READ,1052,52,34,2324
READ,205,31,134,2359
READ,85,34,226,2391
READ,16620,44,71,2407
READ,0,32,2219,2418
READ,113,37,579,2425
READ,4787,31,44,2426
READ,5577586,27,305,2457
READ,15,28,208,2478
READ,352579,23,415,2483
READ,25835,23,341,2516
READ,1916485,29,440,2531
READ,207,35,35,2548
READ,0,45,4019,2551
READ,397,56,1752,2573
READ,5959487,29,856,2577
READ,0,27,1514,2587
DELETE,2100,31,1494,2590
READ,1640250,50,987,2652
READ,2316,33,240,2687
READ,3,46,2,2690
READ,131280,19,604,2697
READ,175,22,754,2713
READ,116,31,8,2738
READ,2,23,54,2756
READ,194941,28,64,2813
READ,2757902,63,38,2818
READ,174,36,251,2824
READ,3408034,30,67,2829
READ,161181,26,18,2831
READ,4188600,30,108,2842
READ,533557,37,607,2847
READ,6838,32,59,2848
READ,474,30,118,2859
READ,3,31,259,2869
READ,67,36,259,2886
READ,1,27,390,2918
READ,1315686,29,264,2962
READ,74464,68,146,3002
READ,3337,44,3,3011
READ,34,20,1123,3019
READ,1520,39,27,3043
READ,9454,33,404,3089
READ,410,35,156,3104
READ,149,33,517,3115
READ,542067,26,43,3121
READ,4,38,517,3134
READ,6,23,1245,3144
READ,74166,33,11,3147
READ,1947,25,102,3157
READ,27582,59,18,3179
READ,3820,22,6810,3230
DELETE,207,32,130,3235
READ,2920832,27,161,3268
READ,4245186,35,909,3308
READ,414344,24,142,3312
READ,2,50,47,3317
READ,2,21,47,3319
READ,2361,55,12,3343
READ,1513038,34,1354,3359
READ,2,32,620,3362
READ,20650,24,943,3365
READ,1462045,35,31,3376
READ,112,30,136,3379
READ,1275,37,165,3414
READ,29633,38,678,3419
READ,3189870,78,223,3427
DELETE,1389,42,27,3428
READ,1695869,35,15,3437
READ,0,39,134,3442
READ,56807,40,518,3455
READ,155475,43,886,3492
READ,2013055,41,90,3493
READ,47,66,32,3513
READ,16288,36,73,3522
READ,4153,34,924,3531
READ,0,26,133,3598
READ,1659,50,60,3614
DELETE,2752,27,346,3617
READ,3,32,97,3625
READ,5722785,54,267,3630
READ,531,40,305,3634
READ,33,35,503,3664
READ,228451,23,642,3689
READ,2126829,53,549,3693
READ,2,35,371,3708
READ,785,30,429,3714
READ,1,51,114,3720
READ,28,53,205,3766
READ,2046569,43,422,3776
READ,104874,60,60,3778
READ,39076,42,21,3788
READ,457,27,131,3795
READ,10593,47,1,3803
READ,1,54,242,3819
READ,13,31,129,3828
READ,7972,36,436,3829
READ,1,38,27,3844
READ,4074644,39,262,3859
READ,0,19,678,3895
READ,826,46,1,3901
READ,13185,39,297,3912
READ,312,43,66,3947
READ,8,43,685,3955
READ,1,30,28,3959
READ,342,29,101,3979
READ,6245521,41,507,4010
READ,36,27,140,4042
READ,980,40,128,4078
READ,3970256,36,205,4202
READ,1,32,210,4246
READ,2,39,86,4307
READ,104,37,58,4313
READ,8070,33,73,4356
READ,194415,26,768,4358
READ,1416920,33,269,4359
READ,0,29,38,4372
READ,4,31,9,4437
READ,9757,35,541,4441
READ,2309,33,696,4442
READ,3243,31,77,4450
READ,5327,52,29,4481
READ,1494,39,325,4497
READ,2230,49,676,4503
READ,0,38,1060,4511
READ,110630,33,1979,4515
READ,1174244,25,33,4517
READ,330172,31,258,4522
DELETE,48179,45,69,4525
DELETE,20,29,478,4527
DELETE,190,44,333,4533
DELETE,13290,45,60,4534
READ,230,32,64,4547
READ,7,44,1,4581
READ,8,80,266,4598
READ,13399,32,330,4600
READ,4396232,27,783,4624
READ,1,27,942,4676
READ,1311,23,353,4690
READ,7614,36,176,4708
READ,131,63,523,4726
READ,9094,32,10,4737
READ,14,38,2084,4738
READ,261321,81,105,4758
READ,86206,46,389,4762
READ,191,35,541,4764
READ,503385,22,219,4774
READ,42089,67,773,4783
READ,2443,24,526,4858
READ,136024,30,384,4862
READ,2,38,53,4867
READ,8,45,183,4873
READ,5628122,32,311,4892
READ,291246,28,39,4898
READ,203349,30,175,4935
READ,2,37,63,4967
DELETE,1,24,2,4968
READ,1919,25,33,4977
READ,144681,37,12,4984
DELETE,30525,46,27,4990
READ,184,33,571,4992
READ,236155,35,202,5018
READ,10087,36,18,5064
READ,1103405,36,58,5071
READ,4321,46,17,5073
READ,3784720,31,106,5074
READ,348164,22,178,5091
READ,16617,28,168,5092
DELETE,8514,37,1056,5100
READ,0,54,229,5112
READ,91094,42,351,5121
READ,204361,30,8,5159
READ,16348,28,96,5162
READ,6347,32,443,5169
READ,74105,55,4,5205
READ,139,34,360,5207
READ,17,28,82,5214
READ,0,34,1,5279
READ,1,44,106,5293
READ,1849530,34,37,5301
READ,2118033,27,5,5319
READ,47892,24,182,5332
DELETE,2238,27,191,5348
READ,15625,41,157,5360
READ,39,47,36,5361
READ,26,39,336,5376
READ,75,19,204,5391
READ,2822,26,133,5393
READ,83,25,1256,5395
READ,51,31,40,5403
READ,29,40,221,5435
READ,40004,30,373,5436
READ,6795,30,1401,5439
READ,9941,26,151,5449
READ,2236150,39,57,5455
READ,2146923,48,220,5487
READ,39032,32,244,5492
READ,0,34,155,5512
READ,251,23,682,5518
DELETE,101,30,523,5532
READ,523,52,1123,5578
READ,36074,27,591,5608
READ,1348005,29,729,5618
READ,6843043,29,411,5622
READ,8,33,219,5630
READ,156629,34,29,5669
READ,6,21,21,5679
READ,139877,35,38,5716
READ,76380,29,688,5720
READ,331594,52,18,5782
READ,873766,29,2807,5807
READ,709,27,659,5811
READ,239224,30,1326,5817
READ,9804845,24,464,5818
READ,107,28,2258,5832
READ,2709,20,518,5852
READ,1175,23,2204,5857
READ,2940525,51,535,5870
READ,3,29,270,5878
READ,28395,38,270,5879
READ,103698,48,104,5885
READ,555,32,87,5904
READ,68,51,825,5915
READ,4802,65,25,5923
READ,13498,36,173,5925
READ,408760,31,11,5938
READ,14,32,1275,5942
READ,12,59,597,5951
READ,36,63,105,6002
READ,973872,36,149,6045
READ,71791,36,115,6053
READ,77,31,44,6094
READ,516,27,35,6108
READ,0,81,138,6118
READ,809,22,525,6186
READ,3665598,70,18,6204
DELETE,460692,36,335,6214
READ,79988,51,470,6216
READ,17,42,56,6221
READ,147,34,590,6272
READ,2252765,46,211,6280
READ,5,35,15,6290
READ,0,40,310,6296
READ,1173,31,445,6299
READ,512,22,223,6368
READ,108059,39,255,6374
READ,7917,31,190,6392
READ,1796093,27,28,6416
READ,7,30,265,6440
READ,18,35,105,6444
READ,29906,37,421,6447
READ,46,46,716,6455
READ,4032151,34,289,6462
READ,33,35,360,6466
READ,39014,29,172,6523
READ,626,29,251,6533
READ,18,36,13,6555
READ,273,28,103,6596
READ,3138478,56,449,6599
READ,1,36,500,6622
READ,214407,25,835,6638
READ,3085492,56,465,6652
READ,2018634,31,340,6654
READ,1456645,52,242,6660
READ,7,47,188,6666
READ,1384883,48,3,6669
READ,44,29,18,6720
READ,4990132,38,607,6727
READ,3530,27,57,6729
READ,3633652,26,178,6758
READ,20,41,155,6775
READ,8067,34,452,6832
READ,74090,26,517,6844
READ,202,34,821,6894
DELETE,113,29,266,6902
READ,7,27,114,6984
READ,44,55,127,6985
READ,9470,23,324,7004
READ,491,18,163,7020
READ,3686,33,43,7097
READ,806453,24,17,7110
READ,1034546,31,399,7142
READ,842689,40,321,7148
READ,1,23,8,7161
READ,1437,21,46,7174
READ,12505,30,18,7180
READ,185633,32,328,7191
READ,613739,22,924,7202
READ,9625868,41,103,7221
READ,19638,45,107,7225
READ,3360,44,185,7230
READ,2823,60,29,7234
READ,0,30,2780,7239
READ,240211,43,155,7246
READ,10,90,61,7254
READ,16054,26,358,7277
READ,540,28,145,7308
READ,19149,30,24,7311
DELETE,0,22,468,7321
READ,22,24,457,7352
READ,2424629,32,6,7355
READ,1508,41,233,7387
READ,3,25,296,7407
READ,1,36,42,7475
READ,8090,48,27,7497
READ,130,40,9,7503
READ,1067,39,380,7506
READ,2748,63,325,7528
READ,3038,20,301,7532
READ,7,32,270,7546
READ,1,42,65,7575
READ,353,45,38,7602
READ,511,53,135,7603
READ,1306,20,48,7613
READ,191290,33,359,7625
READ,3,33,41,7626
READ,30,26,64,7637
READ,201,31,104,7723
READ,12469,28,202,7750
READ,877139,37,152,7767
READ,1,47,13,7771
READ,68,50,252,7777
READ,374350,43,36,7796
READ,4522471,23,50,7805
READ,0,35,310,7821
READ,5,28,118,7826
READ,1502946,30,717,7831
READ,3025566,31,535,7858
READ,40432,29,97,7873
READ,2,33,91,7887
READ,918252,41,349,7900
READ,67,22,455,7911
READ,0,53,374,7920
READ,6965,36,7,7942
READ,9475,55,105,7949
READ,7018876,64,40,7958
READ,749,38,379,7963
READ,36984,43,20,7973
READ,0,67,231,7979
READ,65,35,104,7986
READ,314267,33,335,8023
READ,69,21,215,8024
READ,4,24,94,8025
READ,32755,38,637,8043
READ,8863542,30,1319,8047
READ,9382614,41,523,8053
READ,7,36,443,8077
READ,565,31,50,8078
DELETE,19600,40,289,8117
READ,799,54,16,8168
READ,1,31,714,8174
READ,3638,30,121,8213
READ,1465887,41,271,8233
READ,36695,48,32,8265
READ,1481309,49,839,8303
READ,33904,27,129,8326
READ,7279,23,1667,8346
READ,4022,49,16,8356
READ,987992,27,98,8388
READ,30,30,108,8410
READ,38,45,442,8490
READ,15,25,514,8495
READ,3653204,36,77,8502
READ,825075,57,340,8503
READ,126,33,83,8520
READ,339406,30,263,8529
READ,169,30,2947,8546
DELETE,554,51,939,8550
READ,22785,37,1583,8553
READ,3165090,62,1037,8555
READ,1653,62,343,8563
READ,2673,41,524,8575
READ,96,34,205,8609
READ,3934,54,658,8642
READ,961352,32,274,8646
READ,149249,27,91,8658
READ,6,54,40,8660
READ,364933,30,143,8697
DELETE,12494,28,319,8705
READ,575650,25,304,8744
READ,576,56,137,8792
READ,1873243,30,181,8795
READ,1063,37,281,8811
READ,2542,32,324,8823
READ,2303,50,354,8851
READ,9291797,46,156,8859
READ,5,38,371,8874
READ,8646125,36,165,8875
READ,231376,38,147,8889
READ,407821,31,183,8891
READ,7527368,42,111,8896
READ,1,27,241,8942
READ,2227,44,484,9049
READ,3153406,48,1322,9089
READ,2346477,34,20,9095
READ,190861,35,95,9115
READ,358218,31,370,9163
READ,152,27,247,9169
READ,1802285,29,125,9178
READ,72,28,599,9185
READ,24,31,97,9209
READ,70,31,6345,9300
READ,3006708,32,14,9367
DELETE,1679681,35,1413,9378
READ,3,35,695,9382
READ,1,37,67,9386
READ,3543816,22,6,9408
READ,63076,37,198,9410
READ,1,25,54,9416
READ,7849,41,67,9417
READ,6534,27,380,9430
READ,37,79,882,9441
DELETE,48,34,274,9457
READ,419,50,147,9464
READ,6,43,181,9469
READ,0,42,191,9483
READ,804178,35,141,9498
READ,54,23,59,9513
READ,2675,42,466,9534
READ,65,36,29,9536
READ,96,38,109,9545
READ,50,31,156,9571
READ,0,36,193,9638
READ,20963,39,234,9651
READ,3,47,119,9709
READ,11544,34,77,9711
READ,0,29,200,9734
READ,57,25,204,9735
READ,23287,34,70,9743
READ,1000,48,62,9763
READ,181,31,195,9765
READ,787,44,13,9774
READ,3042,23,77,9785
READ,22,33,286,9876
READ,4048785,41,371,9892
READ,331520,24,454,9901
READ,42394,47,17,9914
READ,950118,26,7,9924
READ,1174,75,1124,9943
READ,142505,22,265,9985
READ,43,36,234,9987
READ,466641,30,940,9994
READ,7049883,46,162,10058
READ,5073855,30,81,10065
READ,83,27,339,10076
READ,164746,82,838,10078
READ,147142,38,289,10095
READ,8886417,31,738,10116
READ,2392,52,61,10117
DELETE,0,34,213,10130
READ,7565761,41,119,10142
READ,30052,69,758,10154
READ,3,39,592,10173
READ,452728,37,363,10198
READ,30262,31,9,10202
READ,497,24,92,10207
READ,1,28,79,10221
READ,70,40,339,10223
READ,1078141,47,644,10245
READ,13607,40,744,10266
READ,703748,28,220,10291
READ,50,46,508,10293
READ,2958,21,109,10324
READ,209787,35,23,10341
READ,148986,67,1832,10434
READ,40816,49,30,10471
READ,0,23,6,10475
READ,10,19,181,10496
READ,18896,51,254,10497
READ,862515,31,309,10515
READ,0,31,250,10532
READ,18,28,19,10588
READ,51,31,19,10600
READ,1592,52,3009,10631
READ,7567476,44,433,10662
READ,37,23,617,10668
READ,2975603,32,430,10682
READ,3157197,34,89,10742
READ,7,26,823,10744
READ,5794,37,141,10750
READ,1103,48,447,10777
READ,31713,39,51,10791
DELETE,3704,176,17,10795
READ,33,30,154,10814
READ,129,33,137,10831
DELETE,376,34,734,10883
READ,309600,39,665,10910
READ,87,24,38,10927
READ,185,44,6,10931
READ,126002,27,1,10940
READ,0,67,39,10941
READ,13414,46,40,10970
DELETE,67,21,151,10990
READ,1341411,39,2652,10995
READ,154,64,29,11018
READ,3179791,30,8,11019
READ,23,59,141,11041
READ,38,33,103,11042
READ,1435,29,211,11066
READ,0,28,518,11098
READ,1393766,36,460,11110
DELETE,51192,35,276,11115
READ,50,32,56,11128
DELETE,18669,51,81,11133
READ,1370244,74,448,11152
READ,152666,41,103,11176
READ,424660,38,27,11218
READ,162,32,49,11220
READ,0,35,138,11236
READ,9,28,598,11274
READ,43,24,5,11299
DELETE,5357,29,291,11320
READ,198,35,77,11322
READ,67981,56,141,11326
READ,2698310,29,1530,11348
READ,156520,42,965,11356
READ,1227,40,465,11360
DELETE,140215,34,61,11383
READ,14,21,72,11388
READ,290905,32,181,11391
READ,86,34,53,11402
READ,9,35,132,11432
READ,1296,21,762,11452
READ,928738,27,149,11453
READ,2504395,59,205,11491
READ,4086,65,34,11493
READ,3925,40,371,11508
READ,1,38,252,11509
READ,5276,32,687,11510
READ,3813888,30,120,11530
READ,66411,34,873,11531
READ,760166,42,115,11537
READ,3024294,27,144,11603
READ,1041,57,102,11612
READ,4276,46,117,11635
READ,7088848,21,152,11637
READ,317,26,313,11653
READ,37,43,36,11683
READ,0,49,30,11685
READ,1893,52,155,11699
READ,19,42,285,11711
READ,440,64,15,11734
READ,6553,40,79,11762
READ,15089,26,60,11794
READ,828066,33,583,11796
READ,52503,42,290,11805
READ,27,62,152,11819
READ,7405715,26,161,11821
READ,518978,40,438,11866
READ,281,30,785,11872
READ,41,30,72,11939
READ,278,51,621,11944
READ,0,41,14,11946
READ,58318,21,370,11976
READ,5850,26,238,11978
DELETE,2680698,47,113,11998
READ,37,35,152,12028
READ,10,26,42,12029
READ,439,33,228,12044
READ,407037,51,557,12074
READ,1,35,75,12096
READ,262632,38,562,12097
READ,3930,40,61,12134
READ,5823,45,277,12165
READ,181,65,55,12250
READ,753198,27,173,12254
READ,170647,23,17,12268
READ,2806,42,222,12271
READ,5,24,55,12273
READ,452,31,474,12289
READ,3,24,140,12290
READ,383,33,508,12326
READ,13534,60,2,12327
READ,489995,32,317,12344
READ,16,41,117,12364
READ,33,40,235,12365
READ,46,39,81,12371
READ,4258118,30,759,12409
READ,28,24,3,12413
READ,4470101,29,97,12418
READ,18,39,268,12421
READ,144324,54,91,12424
READ,0,29,294,12456
READ,262,50,478,12497
READ,26,34,52,12519
READ,30044,16,113,12580
READ,2567973,35,405,12586
READ,522649,34,159,12590
READ,3,46,11,12602
READ,135,43,151,12614
READ,0,30,132,12628
READ,27684,36,245,12640
READ,333105,34,68,12648
READ,4562380,27,255,12650
READ,1399139,37,79,12662
READ,2375,30,706,12698
READ,17079,47,556,12749
READ,1901,29,284,12758
DELETE,114175,22,147,12791
READ,218,54,402,12792
READ,3452,52,45,12833
READ,5612648,55,110,12835
READ,0,35,320,12837
READ,722187,48,769,12838
READ,2513,24,7,12858
READ,2234563,35,524,12874
READ,90,41,143,12881
READ,87,28,891,12882
READ,1617,37,19,12886
READ,1862480,33,349,12943
READ,26,28,67,12956
READ,5703818,30,645,12981
READ,698472,37,196,12999
READ,177321,18,634,13017
READ,55185,29,40,13058
READ,921178,39,227,13085
READ,1330825,28,321,13095
READ,2216,20,828,13117
READ,14,27,2970,13147
READ,459073,83,2469,13166
READ,33489,78,2558,13180
READ,4478199,19,31,13211
READ,28866,40,207,13213
READ,642,17,542,13221
READ,44,33,44,13231
READ,6,31,6,13236
READ,91223,19,323,13238
READ,597286,34,131,13244
DELETE,11,27,589,13263
READ,1735,26,4448,13266
READ,3283,28,86,13308
READ,582938,42,457,13346
READ,565868,35,1141,13347
READ,0,26,26,13376
READ,187,48,600,13388
READ,11955,38,393,13420
READ,31803,35,3,13509
READ,4590,31,55,13521
READ,214,37,105,13538
READ,10794,42,32,13548
READ,0,32,194,13557
READ,312,42,129,13567
READ,2,47,124,13580
READ,5,41,3,13624
READ,1701,32,94,13632
READ,1244,36,427,13638
READ,655746,37,323,13649
READ,2837278,31,416,13679
READ,80655,28,88,13683
READ,83811,56,354,13694
DELETE,3,37,160,13739
DELETE,631,32,432,13774
READ,3707,40,268,13787
READ,1245956,30,152,13792
READ,20,47,115,13803
READ,5,27,224,13806
READ,2556379,22,154,13812
READ,1,34,814,13824
READ,4,20,134,13854
READ,0,39,54,13862
READ,308046,27,126,13871
READ,80,37,104,13876
READ,4,38,149,13894
READ,48394,41,1499,13917
READ,226306,28,580,13932
DELETE,2,28,74,13945
READ,67,95,392,13969
READ,2058,44,745,13983
READ,5007,22,664,14052
READ,118,37,726,14057
READ,0,28,124,14109
READ,441206,20,100,14111
DELETE,33267,32,109,14147
READ,359,72,98,14193
READ,5216,53,611,14202
READ,1,25,891,14215
DELETE,2244382,20,179,14223
READ,0,59,95,14248
READ,14678,35,45,14258
DELETE,5,48,32,14276
READ,4700,28,23,14299
READ,1,32,3809,14325
READ,1176493,20,289,14331
READ,40473,47,226,14339
READ,759,26,16,14352
READ,21,33,339,14355
READ,404,47,5,14356
DELETE,0,46,287,14386
READ,11817,47,68,14396
READ,51,33,77,14425
READ,854956,45,176,14443
READ,918319,37,226,14445
READ,4004359,24,146,14496
READ,946244,30,207,14504
DELETE,3193,35,222,14585
READ,96053,45,30,14592
READ,5763189,34,511,14607
READ,209,33,67,14611
READ,371,34,800,14620
READ,1134764,27,267,14638
READ,0,34,121,14663
READ,213,47,9,14667
READ,17,36,14,14674
READ,238878,38,153,14675
READ,100633,59,92,14679
READ,0,39,213,14680
READ,49870,36,11,14700
READ,414442,38,669,14706
READ,23303,29,201,14710
DELETE,2290232,47,73,14720
READ,5780,21,87,14739
READ,92,30,694,14753
READ,9778226,30,27,14762
READ,21,37,639,14806
READ,88433,38,38,14842
DELETE,18365,57,155,14916
READ,752704,22,102,14978
READ,34,40,5,15006
DELETE,7450,39,85,15032
READ,639285,49,83,15044
DELETE,38,38,47,15053
READ,8,27,6,15068
READ,504739,36,12,15069
READ,9,42,88,15079
READ,528805,24,16,15119
READ,860906,56,985,15147
READ,50741,50,57,15160
READ,73632,49,1182,15161
READ,596374,42,96,15164
READ,972,16,530,15167
READ,2,55,201,15228
READ,17,49,342,15274
READ,9,30,267,15288
READ,0,52,19,15316
READ,10,96,17,15333
READ,171413,38,16,15347
READ,86,32,56,15362
READ,29573,61,448,15374
READ,277769,29,199,15408
READ,0,33,135,15413
READ,98189,32,91,15420
READ,1246,48,144,15424
READ,0,38,440,15468
READ,354,33,25,15488
READ,5026,56,182,15508
DELETE,27,66,935,15525
READ,369637,30,737,15546
READ,3,32,184,15554
READ,8838294,25,51,15574
READ,185,30,290,15608
READ,80,37,2,15613
DELETE,52,56,44,15633
READ,1,23,189,15638
READ,704,45,756,15654
READ,5,35,148,15665
READ,5129,58,554,15670
READ,23,24,29,15681
READ,192,47,23,15686
DELETE,13,33,11,15695
READ,517,30,215,15701
READ,10727,44,208,15776
READ,35,23,465,15781
READ,490687,39,1420,15870
READ,8926207,50,20,15885
READ,971,53,263,15932
READ,253,33,10,15946
READ,10,39,502,15996
READ,12,28,167,16007
READ,29,34,29,16026
READ,152,47,131,16047
READ,180,22,157,16242
READ,1297,36,499,16274
READ,0,31,781,16309
READ,990,23,424,16315
READ,107289,32,267,16341
READ,337760,36,122,16345
READ,4697,29,587,16360
DELETE,434303,41,688,16363
READ,90,33,247,16375
READ,781414,44,587,16443
READ,3,40,348,16448
READ,115,29,220,16469
READ,3994142,53,65,16482
READ,5146539,29,287,16500
READ,64683,37,198,16686
READ,1068,62,553,16687
READ,52,37,1011,16691
READ,24292,29,548,16697
READ,4767220,22,37,16703
READ,22093,46,7,16746
READ,1114857,55,117,16757
READ,8595478,23,96,16790
READ,39546,24,404,16831
READ,0,24,425,16890
READ,1,49,1,16909
READ,1219487,26,9,16913
READ,4847880,34,100,16916
READ,1,41,40,16921
READ,5,31,659,16928
READ,17234,44,71,16947
READ,7281,38,610,16976
READ,6113,33,7,16978
READ,182,65,16,17024
READ,82253,41,230,17050
DELETE,127218,47,210,17069
READ,6,59,107,17100
READ,5181,30,1042,17197
READ,1005156,35,664,17201
READ,712042,44,184,17214
READ,476,22,182,17226
READ,161654,22,171,17228
READ,2700,41,426,17232
READ,2701669,35,181,17250
READ,2644392,28,8,17267
DELETE,4482,38,67,17292
READ,429,49,91,17295
READ,45110,38,13,17321
READ,27,27,140,17360
READ,235,50,59,17371
READ,3,29,2200,17374
READ,155,28,160,17387
READ,57,26,99,17442
READ,43396,34,2,17468
READ,28193,40,664,17486
READ,40,36,1469,17521
READ,1202388,33,74,17545
READ,0,39,720,17552
READ,0,40,199,17584
READ,15,51,562,17633
READ,17744,46,383,17640
READ,72315,34,570,17683
READ,287831,19,295,17828
READ,2,24,355,17842
READ,1,38,972,17870
READ,350103,25,206,17874
READ,0,44,210,17888
READ,153604,26,9,17905
READ,9319,38,1489,17944
READ,11660,46,265,18044
READ,6359,23,75,18051
READ,1194,27,278,18058
READ,187828,46,849,18059
READ,16444,60,26,18062
READ,418,23,87,18096
READ,189,56,1,18128
READ,26923,40,260,18135
READ,957125,49,78,18143
READ,20,45,274,18151
READ,198,55,85,18161
READ,659,43,365,18168
READ,4904458,37,231,18213
READ,138561,29,3233,18215
READ,8223691,20,240,18222
READ,4714,45,566,18434
READ,3367041,30,23,18435
READ,203,53,132,18487
READ,7,39,691,18489
READ,3,25,8,18509
READ,12,40,86,18525
READ,292748,27,593,18558
READ,565328,21,392,18568
READ,260056,55,74,18581
READ,943,31,146,18612
READ,5,34,285,18619
READ,1190,35,146,18629
READ,21,23,29,18683
READ,4225,33,84,18716
READ,135956,29,872,18717
READ,1735215,45,3276,18718
READ,670178,26,262,18733
READ,5654,40,388,18751
DELETE,1213,27,151,18753
READ,1911,30,18,18766
READ,40160,42,622,18767
READ,7,41,198,18774
READ,7,37,660,18793
READ,5603,28,1039,18795
READ,73403,40,208,18827
READ,2510604,91,616,18839
READ,545308,48,17,18843
READ,544464,28,17,18859
DELETE,8855,38,48,18891
READ,3613737,29,16,18894
READ,11947,24,668,18906
READ,4516916,47,543,18915
READ,1093969,25,85,18918
READ,620766,43,222,18942
DELETE,2,27,110,18950
